,first_name,last_name,city,postcode,age,income,phone_number
820,Stanisława,Wiśniewska,Leszno,61-431,77,3306.01,454501003
821,Lilia,Marciniak,Gniezno,61-063,41,6442.81,661399101
822,Violetta,Młynarczyk,Poznań,60-755,73,9289.19,510042816
823,Edeltrauda,Pawlicka,Szamotuły,62-068,76,8197.67,501232093
824,Magda,Szczepańska,Ostrów Wielkopolski,61-337,52,7040.62,796390573
825,Janina,Bąk,Gniezno,60-766,51,5010.13,607926815
826,Lilia,Michalska,Konin,60-196,33,7453.75,734673768
827,Natalia,Malinowska,Poznań,60-306,52,9025.63,733530969
828,Jowita,Wiśniewska,Piła,61-764,83,7861.44,538265607
829,Róża,Marciniak,Gniezno,61-054,93,7333.47,577831191
830,Amelia,Majewska,Poznań,60-621,67,5406.08,537147002
831,Bernarda,Zając,Konin,61-049,43,8734.36,579205938
832,Romana,Maciejewska,Konin,60-501,74,736.19,697064990
833,Florentyna,Dąbrowska,Piła,60-613,79,7765.69,738048078
834,Benedykta,Głowacka,Gniezno,60-229,45,12140.64,796466499
835,Wioleta,Cieślak,Kalisz,60-551,86,3983.25,882679058
836,Milena,Adamczyk,Gniezno,61-233,24,6517.26,665961790
837,Edmunda,Lewandowska,Leszno,62-782,19,6984.18,737561584
838,Kamila,Szulc,Konin,61-485,28,6074.83,538087856
839,Sławomira,Szczepańska,Poznań,60-216,31,9072.75,884715800
840,Teresa,Baranowska,Gniezno,61-227,90,7944.90,667517191
841,Dobrosława,Olszewska,Konin,61-123,53,7304.60,888016506
842,Eliza,Duda,Konin,61-146,41,8594.55,663344395
843,Bożenna,Wysocka,Poznań,61-016,53,7033.50,734959964
844,Genowefa,Duda,Poznań,61-832,50,13359.73,510946492
845,Dioniza,Pietrzak,Kalisz,60-705,43,7302.69,781001651
846,Romana,Kowalska,Poznań,61-361,29,7390.56,536282188
847,Gerda,Rutkowska,Poznań,61-296,72,3579.06,457045982
848,Leokadia,Laskowska,Gniezno,60-123,29,5913.10,574788412
849,Natasza,Szulc,Konin,60-218,82,9294.76,662747828
850,Gabriela,Jabłońska,Konin,60-521,35,4329.09,794784695
851,Wioletta,Wilk,Konin,60-208,78,2684.89,453383849
852,Cyryla,Michalak,Piła,60-378,84,7064.63,510479732
853,Adolfina,Szewczyk,Leszno,60-434,28,9741.49,454121523
854,Gertruda,Walczak,Gniezno,61-011,25,7084.76,697083833
855,Lilianna,Zielińska,Szamotuły,77-470,96,6327.75,781047646
856,Leonia,Głowacka,Gniezno,61-509,56,3283.02,533626898
857,Larysa,Kamińska,Konin,60-544,70,7904.51,736469510
858,Izabella,Jankowska,Gniezno,61-298,20,8322.55,451853642
859,Donata,Kaczmarek,Konin,64-030,41,3436.54,739467815
860,Bogdana,Ostrowska,Konin,60-612,59,9269.06,501841108
861,Irmgarda,Zielińska,Kalisz,64-125,91,8531.39,699949955
862,Ingeborga,Zielińska,Leszno,61-218,40,9264.63,576601991
863,Matylda,Michalska,Poznań,60-332,82,8167.05,696473840
864,Lucyna,Przybylska,Konin,61-810,72,8307.37,784006023
865,Modesta,Wasilewska,Poznań,60-288,27,8041.44,669003231
866,Adamina,Wojciechowska,Konin,60-804,42,8736.94,795152973
867,Sylwestra,Górecka,Kalisz,60-171,38,3362.48,691297417
868,Stefania,Młynarczyk,Szamotuły,61-047,54,3997.88,885230259
869,Weronika,Urbańska,Poznań,60-605,70,5527.98,505086191
870,Amalia,Kaźmierczak,Kalisz,60-385,54,6740.36,789547854
871,Zofia,Lis,Konin,62-303,38,7776.27,737582314
872,Bibianna,Zawadzka,Poznań,63-507,75,7649.36,609514072
873,Izabella,Zawadzka,Poznań,89-300,66,9234.21,883634195
874,Maja,Witkowska,Poznań,61-896,61,9296.99,783405930
875,Dioniza,Szymczak,Poznań,60-480,63,5255.23,506168617
876,Romana,Kaczmarska,Leszno,64-841,36,7477.15,579959150
877,Izabella,Kowalska,Konin,61-817,74,5304.34,451432755
878,Amelia,Nowicka,Kalisz,62-260,50,6623.51,789375573
879,Żaneta,Olszewska,Poznań,60-509,48,7643.58,663838630
880,Romualda,Michalak,Poznań,61-321,30,182.58,693675036
881,Daria,Przybylska,Poznań,61-726,67,11822.49,791527529
882,Włodzimiera,Kwiatkowska,Kalisz,61-312,67,8132.82,533470942
883,Kinga,Szewczyk,Leszno,60-595,46,5808.59,661131034
884,Daniela,Kowalska,Kalisz,61-857,89,10854.74,506527950
885,Izabella,Kowalska,Poznań,62-682,87,6305.14,454673978
886,Izabella,Czerwińska,Poznań,61-877,27,7265.04,533945609
887,Regina,Gajewska,Szamotuły,61-608,75,6025.77,662625109
888,Eugenia,Walczak,Poznań,61-753,50,10303.98,455939467
889,Krzysztofa,Maciejewska,Poznań,60-164,100,6790.03,507259596
890,Izabella,Jabłońska,Poznań,62-064,36,7298.97,739117523
891,Radosława,Szulc,Ostrów Wielkopolski,61-164,41,9407.56,662912320
892,Wiktoria,Nowicka,Kalisz,60-717,54,8170.28,530672161
893,Stefania,Andrzejewska,Kalisz,60-728,40,6891.30,602407615
894,Mirella,Kowalewska,Ostrów Wielkopolski,61-743,75,9220.78,734086232
895,Larysa,Dudek,Poznań,61-047,57,12076.97,725560113
896,Michalina,Rutkowska,Ostrów Wielkopolski,60-264,36,7634.82,456245250
897,Sylwia,Kalinowska,Poznań,60-454,60,7233.52,605541567
898,Agata,Brzezińska,Kalisz,62-010,91,7341.25,888743695
899,Eliza,Borkowska,Konin,62-113,83,9620.86,534937524
900,Kinga,Ostrowska,Konin,62-080,59,5801.60,501525325
901,Bernadeta,Andrzejewska,Szamotuły,61-519,42,6443.36,739547872
902,Grażyna,Walczak,Poznań,61-295,33,3925.11,725812621
903,Bolesława,Duda,Ostrów Wielkopolski,60-743,90,4632.26,534185996
904,Heronima,Pawłowska,Konin,60-391,76,5964.40,515261630
905,Jarosława,Maciejewska,Gniezno,61-206,65,6888.13,533684939
906,Marzenna,Lis,Szamotuły,61-524,90,10538.17,516473397
907,Alina,Bąk,Poznań,61-668,28,8071.99,722151873
908,Róża,Tomaszewska,Szamotuły,60-769,74,5175.84,512882738
909,Violetta,Wilczyńska,Kalisz,61-537,36,5544.04,571471541
910,Ludomira,Adamska,Gniezno,60-709,28,9749.50,518787309
911,Iwonna,Dąbrowska,Poznań,60-617,56,9253.22,537910479
912,Modesta,Wilk,Kalisz,61-639,50,7056.30,724690008
913,Edmunda,Nowicka,Gniezno,60-416,95,6114.95,728924694
914,Leona,Domańska,Konin,60-443,45,9249.87,535578655
915,Kornela,Górecka,Poznań,60-254,85,5013.35,501523442
916,Agnieszka,Sadowska,Poznań,60-722,79,7784.06,500867522
917,Magdalena,Stępieńska,Piła,60-766,73,11545.32,782490261
918,Apolonia,Pawlicka,Poznań,61-158,93,7410.71,452513465
919,Bernarda,Włodarczyk,Gniezno,60-532,51,5448.78,579811307
920,Kazimiera,Marciniak,Ostrów Wielkopolski,77-424,50,7820.74,572227024
921,Estera,Kaźmierczak,Poznań,61-642,31,6059.98,797303963
922,Amelia,Makowska,Poznań,60-336,41,4211.77,601701359
923,Zyta,Krawczyk,Gniezno,61-742,90,8402.07,699935718
924,Izabela,Głowacka,Poznań,62-309,57,9235.67,507167031
925,Róża,Bednarska,Kalisz,60-790,46,6378.19,669916368
926,Bogusława,Krajewska,Gniezno,60-751,36,6245.53,607752130
927,Ala,Sokołowska,Kalisz,61-555,58,5076.87,789205171
928,Tatiana,Andrzejewska,Konin,62-050,77,6700.13,781451367
929,Leonia,Lis,Gniezno,61-717,42,5875.26,503987858
930,Felicja,Rutkowska,Kalisz,60-745,80,4977.93,668684349
931,Izabella,Pawłowska,Poznań,60-843,70,10784.34,723194710
932,Anita,Szymańska,Kalisz,60-708,83,7932.99,880557215
933,Raisa,Tomczak,Piła,63-220,39,8144.79,459759917
934,Konstancja,Sokołowska,Gniezno,60-681,70,8766.80,694910373
935,Antonina,Cieślicka,Konin,60-182,31,8542.07,516273920
936,Gabryela,Makowska,Leszno,60-331,48,6173.78,663729262
937,Władysława,Pawlicka,Poznań,61-139,77,7545.11,730146336
938,Ida,Jankowska,Poznań,60-683,70,6461.94,885132229
939,Stefania,Bednarska,Poznań,64-150,33,7876.93,737312682
940,Julia,Głowacka,Ostrów Wielkopolski,62-570,88,7683.38,578465830
941,Malwina,Maciejewska,Poznań,62-731,22,6234.68,781794313
942,Gabriela,Laskowska,Piła,62-106,67,4341.40,600439111
943,Marzanna,Dudek,Poznań,61-017,99,7292.47,661063778
944,Klara,Urbańska,Leszno,63-025,62,6591.46,453527204
945,Wiktoria,Wiśniewska,Konin,61-671,84,3219.26,503535382
946,Helga,Górecka,Leszno,62-330,67,8015.32,784242948
947,Ala,Wiśniewska,Gniezno,64-122,82,8930.68,786344351
948,Jowita,Andrzejewska,Szamotuły,61-657,72,12056.71,721139174
949,Izabella,Wiśniewska,Piła,60-236,75,6217.60,453393420
950,Eliza,Włodarczyk,Poznań,60-522,37,5922.58,459407097
951,Olga,Adamska,Gniezno,61-832,79,4781.16,459142214
952,Wiktoria,Szulc,Poznań,61-801,38,7417.28,780581031
953,Bogusława,Zakrzewska,Piła,61-315,98,7404.64,796745542
954,Gabryela,Wilk,Kalisz,62-540,37,5377.41,572562469
955,Dioniza,Zakrzewska,Leszno,60-857,37,6650.14,739606869
956,Wincentyna,Nowicka,Poznań,61-881,88,3042.67,605084943
957,Donata,Bąk,Poznań,61-806,38,8852.75,507302234
958,Arleta,Walczak,Poznań,63-405,48,5458.64,511739475
959,Eliza,Pawłowska,Piła,60-443,77,6930.69,603813495
960,Eliza,Pawłowska,Gniezno,60-272,31,4146.61,509114684
961,Teodozja,Laskowska,Szamotuły,62-002,31,5835.29,662916207
962,Regina,Olszewska,Poznań,61-249,58,6440.82,510335816
963,Czesława,Domańska,Kalisz,60-202,38,6977.42,722893687
964,Kornela,Szczepańska,Poznań,60-335,37,7959.47,884791367
965,Bolesława,Bąk,Kalisz,64-115,19,9878.15,798785031
966,Kornela,Stępieńska,Leszno,60-683,48,8465.42,737766446
967,Eugenia,Walczak,Leszno,62-410,44,8924.33,510444377
968,Irmina,Makowska,Kalisz,60-535,21,9892.21,505310669
969,Antonina,Michalak,Poznań,62-080,69,8139.42,665927775
970,Róża,Kaźmierczak,Konin,61-818,69,6926.59,607353016
971,Halina,Zakrzewska,Gniezno,62-095,24,9018.22,666081942
972,Władysława,Szczepańska,Poznań,60-727,44,9146.02,668369989
973,Ksenia,Kubicka,Szamotuły,64-212,90,8297.13,791453309
974,Izabella,Dudek,Kalisz,62-591,66,4090.74,457989282
975,Rita,Głowacka,Piła,62-301,52,5317.08,793508808
976,Liliana,Maj,Gniezno,63-645,56,6450.29,539520841
977,Waleria,Wysocka,Gniezno,62-051,35,8559.24,578884421
978,Eliza,Szczepańska,Gniezno,60-656,85,6957.31,533504194
979,Agata,Górska,Piła,61-144,93,9273.74,503780124
980,Elza,Wasilewska,Kalisz,64-100,93,9630.47,577158101
981,Scholastyka,Kubicka,Leszno,60-552,36,9398.34,780188397
982,Bogdana,Walczak,Poznań,60-836,43,9411.08,457429298
983,Kinga,Jakubowska,Kalisz,60-118,31,4926.01,887137498
984,Mariola,Pawłowska,Poznań,60-387,43,7965.27,537756701
985,Emma,Wiśniewska,Poznań,62-561,45,5784.94,512922951
986,Izabella,Jasińska,Poznań,77-470,70,3701.87,691257253
987,Stanisława,Sobczak,Kalisz,60-605,34,6425.06,538781805
988,Izabella,Zawadzka,Poznań,61-884,93,9649.47,782992180
989,Dobrosława,Domańska,Kalisz,61-892,26,7921.48,728014746
990,Amelia,Cieślak,Gniezno,61-863,19,11035.62,693033641
991,Mirella,Sawicka,Piła,60-519,88,7354.46,886340866
992,Hieronima,Kozłowska,Leszno,64-010,76,11895.61,887157385
993,Gertruda,Brzezińska,Kalisz,60-287,47,7355.04,538611646
994,Ksawera,Makowska,Kalisz,60-128,67,7044.96,665539728
995,Nina,Szewczyk,Konin,62-213,36,4441.22,669017802
996,Kunegunda,Kamińska,Gniezno,64-412,32,9221.13,530083184
997,Maria,Kowalska,Poznań,60-572,57,5995.75,518741917
998,Ludwina,Walczak,Ostrów Wielkopolski,60-328,47,5705.90,785076560
999,Adela,Michalska,Poznań,63-100,68,9562.46,669707591
