rec-id,given-name,second-name,surname,telephone-number,birthday_year
rec-386-org,Sława,Izabella,Kalinowska,515349292,28/09/1985
rec-387-dup-0,Laura,Kaźmierczak,Arleta,,28/12/1939
rec-387-org,Arleta,Laura,Kaźmierczak,727397740,28/12/1993
rec-388-dup-0,Danuta,Domańska,Gabryela,,16/01/2051
rec-388-dup-1,Gabryela,Domańska,Danuta,669392906,16/01/2051
rec-388-org,Danuta,Gabryela,Domańska,669392906,16/01/2015
rec-389-org,Izabella,Celina,Szewczyk,726717731,23/01/1984
rec-390-org,Eliza,Kamilla,Dudek,604310742,24/10/1991
rec-391-dup-0,Zdzisława,Bąk,Brygida,,11/12/1947
rec-391-dup-1,Brygida,Bąk,Zdzisława,692625701,11/12/1947
rec-391-org,Zdzisława,Brygida,Bąk,692625701,11/12/1974
rec-392-dup-0,Violetta,Irma,Gajewska,,30/12/2030
rec-392-dup-1,Gajewska,Violetta,Irma,664989319,30/12/2030
rec-392-org,Irma,Violetta,Gajewska,664989319,30/12/2003
rec-393-org,Amelia,Dioniza,Rutkowska,600165790,21/03/1972
rec-394-org,Kornela,Zyta,Duda,793253817,28/10/1993
rec-395-org,Agnieszka,Agnieszka,Michalska,604864015,17/08/1971
rec-396-org,Marcelina,Liliana,Marciniak,798847951,03/08/1958
rec-397-org,Bernadeta,Karolina,Włodarczyk,571124127,17/04/1955
rec-398-org,Amelia,Halina,Baranowska,668275670,01/02/1967
rec-399-org,Adrianna,Mariola,Szulc,606955798,15/08/2000
rec-400-org,Elza,Marzenna,Sadowska,884243754,05/01/1995
rec-401-dup-0,Izabella,Jarosława,Jabłońska,,02/02/1965
rec-401-dup-1,Izabella,Jabłońska,Jarosława,519284222,02/02/1965
rec-401-org,Jarosława,Izabella,Jabłońska,519284222,02/02/1956
rec-402-dup-0,Wanda,Kaźmierczak,Lila,,12/03/2051
rec-402-dup-1,Lila,Kaźmierczak,Wanda,694523805,12/03/2051
rec-402-dup-2,Lila,Kaźmierczak,Wanda,694523805,12/03/2051
rec-402-org,Wanda,Lila,Kaźmierczak,694523805,12/03/2015
rec-403-org,Kalina,Franciszka,Duda,724106727,01/03/2008
rec-404-org,Nadzieja,Amelia,Górska,784749297,24/02/1970
rec-405-dup-0,Dąbrowska,Bernarda,Tekla,788140693,11/02/1977
rec-405-org,Bernarda,Tekla,Dąbrowska,788140693,11/02/1977
rec-406-dup-0,Brzezińska,Amelia,Wioletta,,22/08/1938
rec-406-org,Amelia,Wioletta,Brzezińska,539834301,22/08/1983
rec-407-org,Izabela,Laura,Kowalska,663759980,13/06/2006
rec-408-dup-0,Nowicka,Weronika,Irmgarda,,07/02/2030
rec-408-dup-1,Nowicka,Irmgarda,Weronika,665045547,07/02/2030
rec-408-org,Weronika,Irmgarda,Nowicka,665045547,07/02/2003
rec-409-dup-0,Michalak,Zenobia,Kunegunda,,16/05/1945
rec-409-org,Kunegunda,Zenobia,Michalak,572662991,16/05/1954
rec-410-dup-0,Irma,Baranowska,Waleria,,19/12/1948
rec-410-org,Waleria,Irma,Baranowska,736106462,19/12/1984
rec-411-org,Irena,Małgorzata,Król,664870494,15/12/1980
rec-412-dup-0,Julia,Roma,Dudek,,21/12/1908
rec-412-dup-1,Dudek,Julia,Roma,514471462,21/12/1908
rec-412-org,Roma,Julia,Dudek,514471462,21/12/1980
rec-413-org,Edyta,Izabella,Sokołowska,884719597,21/05/1984
rec-414-dup-0,Rutkowska,Alojza,Laura,,05/12/1996
rec-414-dup-1,Laura,Rutkowska,Alojza,729042902,05/12/1996
rec-414-org,Laura,Alojza,Rutkowska,729042902,05/12/1969
rec-415-dup-0,Baranowska,Klara,Bernardyna,,17/02/1988
rec-415-dup-1,Baranowska,Bernardyna,Klara,575650448,17/02/1988
rec-415-org,Klara,Bernardyna,Baranowska,575650448,17/02/1988
rec-416-dup-0,Natalia,Ostrowska,Emilia,881928554,23/12/1966
rec-416-org,Emilia,Natalia,Ostrowska,881928554,23/12/1966
rec-417-org,Rozalia,Amelia,Pawlicka,735202845,11/07/1996
rec-418-dup-0,Lewandowska,Marcela,Lesława,,25/12/1929
rec-418-org,Lesława,Marcela,Lewandowska,518338988,25/12/1992
rec-419-org,Eryka,Salomea,Walczak,501207545,29/08/1954
rec-420-dup-0,Wilk,Marta,Izabella,,05/04/1986
rec-420-dup-1,Izabella,Marta,Wilk,514013223,05/04/1986
rec-420-dup-2,Izabella,Wilk,Marta,514013223,05/04/1986
rec-420-org,Marta,Izabella,Wilk,514013223,05/04/1968
rec-421-dup-0,Florentyna,Ida,Kowalska,,17/11/1905
rec-421-org,Ida,Florentyna,Kowalska,881107603,17/11/1950
rec-422-dup-0,Brzezińska,Wacława,Dominika,,19/04/2070
rec-422-dup-1,Wacława,Brzezińska,Dominika,504014011,19/04/2070
rec-422-org,Dominika,Wacława,Brzezińska,504014011,19/04/2007
rec-423-org,Włodzimiera,Sławomira,Nowicka,600124955,25/09/1956
rec-424-dup-0,Maj,Izabella,Adelajda,,29/03/2021
rec-424-dup-1,Maj,Izabella,Adelajda,731190833,29/03/2021
rec-424-dup-2,Izabella,Maj,Adelajda,731190833,29/03/2021
rec-424-org,Adelajda,Izabella,Maj,731190833,29/03/2012
rec-425-org,Lucyna,Teodozja,Górecka,503875927,06/02/1990
rec-426-dup-0,Marzena,Wieczorek,Krzysztofa,,16/03/1905
rec-426-org,Marzena,Krzysztofa,Wieczorek,538361517,16/03/1950
rec-427-dup-0,Rutkowska,Albina,Judyta,,10/12/1987
rec-427-org,Albina,Judyta,Rutkowska,790157164,10/12/1978
rec-428-dup-0,Kunegunda,Jasińska,Agnieszka,,16/11/1933
rec-428-dup-1,Agnieszka,Jasińska,Kunegunda,664631752,16/11/1933
rec-428-org,Kunegunda,Agnieszka,Jasińska,664631752,16/11/1933
rec-429-dup-0,Izydora,Izabella,Kubicka,,30/12/2051
rec-429-dup-1,Izabella,Kubicka,Izydora,698112669,30/12/2051
rec-429-dup-2,Izabella,Kubicka,Izydora,698112669,30/12/2051
rec-429-org,Izydora,Izabella,Kubicka,698112669,30/12/2015
rec-430-dup-0,Apolonia,Młynarczyk,Żaneta,,25/05/1929
rec-430-org,Żaneta,Apolonia,Młynarczyk,535396136,25/05/1992
rec-431-dup-0,Wiera,Kamińska,Zenona,,04/08/1966
rec-431-dup-1,Kamińska,Zenona,Wiera,886579678,04/08/1966
rec-431-dup-2,Wiera,Zenona,Kamińska,886579678,04/08/1966
rec-431-org,Wiera,Zenona,Kamińska,886579678,04/08/1966
rec-432-org,Pelagia,Erika,Baranowska,693201017,13/03/1990
rec-433-dup-0,Kornelia,Andrzejewska,Milena,,16/11/1906
rec-433-dup-1,Kornelia,Andrzejewska,Milena,579911877,16/11/1906
rec-433-org,Kornelia,Milena,Andrzejewska,579911877,16/11/1960
rec-434-dup-0,Cieślicka,Ewa,Elwira,,28/06/1937
rec-434-dup-1,Elwira,Cieślicka,Ewa,725880061,28/06/1937
rec-434-org,Elwira,Ewa,Cieślicka,725880061,28/06/1973
rec-435-dup-0,Janina,Dudek,Martyna,,13/12/1935
rec-435-org,Martyna,Janina,Dudek,450284276,13/12/1953
rec-436-org,Sylwestra,Jadwiga,Dudek,787889778,02/09/2001
rec-437-dup-0,Łucja,Szczepańska,Celestyna,,27/03/1958
rec-437-dup-1,Celestyna,Szczepańska,Łucja,736954500,27/03/1958
rec-437-org,Celestyna,Łucja,Szczepańska,736954500,27/03/1985
rec-438-dup-0,Joanna,Natasza,Czajka,,22/01/1957
rec-438-dup-1,Czajka,Natasza,Joanna,730561655,22/01/1957
rec-438-dup-2,Joanna,Czajka,Natasza,730561655,22/01/1957
rec-438-org,Joanna,Natasza,Czajka,730561655,22/01/1975
rec-439-dup-0,Edyta,Gabryela,Sobczak,,11/09/1975
rec-439-dup-1,Gabryela,Edyta,Sobczak,784911415,11/09/1975
rec-439-org,Edyta,Gabryela,Sobczak,784911415,11/09/1957
rec-440-org,Alina,Gerda,Kamińska,669864079,13/06/1936
rec-441-dup-0,Szymczak,Benigna,Honorata,,11/11/1989
rec-441-dup-1,Honorata,Benigna,Szymczak,731713578,11/11/1989
rec-441-dup-2,Honorata,Benigna,Szymczak,731713578,11/11/1989
rec-441-org,Honorata,Benigna,Szymczak,731713578,11/11/1998
rec-442-dup-0,Patrycja,Zajączkowska,Roma,,19/05/1956
rec-442-dup-1,Zajączkowska,Patrycja,Roma,606371834,19/05/1956
rec-442-dup-2,Zajączkowska,Patrycja,Roma,606371834,19/05/1956
rec-442-org,Patrycja,Roma,Zajączkowska,606371834,19/05/1965
rec-443-dup-0,Agnieszka,Zinaida,Bąk,,16/09/1948
rec-443-org,Zinaida,Agnieszka,Bąk,791919541,16/09/1984
rec-444-org,Ludomira,Otylia,Brzezińska,881484685,09/07/1960
rec-445-org,Filomena,Dioniza,Cieślak,788208297,31/12/1961
rec-446-org,Izabella,Izabella,Cieślicka,729690835,05/04/1978
rec-447-dup-0,Wiktoria,Olszewska,Erna,,13/04/1909
rec-447-org,Erna,Wiktoria,Olszewska,601364424,13/04/1990
rec-448-org,Olga,Stefania,Mazurska,530347786,07/01/1976
rec-449-org,Angelika,Hieronima,Kozłowska,454482070,11/02/1942
rec-450-dup-0,Marlena,Walczak,Bibianna,,17/02/1939
rec-450-org,Bibianna,Marlena,Walczak,665162319,17/02/1993
rec-451-org,Izabella,Izabella,Zawadzka,577139155,13/12/1999
rec-452-org,Zyta,Elwira,Lewandowska,511234764,16/01/2002
rec-453-dup-0,Ostrowska,Bogumiła,Hieronima,,12/12/1927
rec-453-org,Hieronima,Bogumiła,Ostrowska,505867342,12/12/1972
rec-454-dup-0,Kalina,Leonarda,Wójcik,,12/12/1988
rec-454-org,Leonarda,Kalina,Wójcik,730034864,12/12/1988
rec-455-org,Pelagia,Wanda,Grabowska,696064413,30/03/1967
rec-456-dup-0,Makowska,Liliana,Nadzieja,,23/06/2070
rec-456-dup-1,Makowska,Liliana,Nadzieja,886041776,23/06/2070
rec-456-dup-2,Nadzieja,Makowska,Liliana,886041776,23/06/2070
rec-456-org,Liliana,Nadzieja,Makowska,886041776,23/06/2007
rec-457-dup-0,Dudek,Bogusława,Ludwika,,23/08/1939
rec-457-dup-1,Bogusława,Dudek,Ludwika,794815698,23/08/1939
rec-457-org,Ludwika,Bogusława,Dudek,794815698,23/08/1993
rec-458-org,Edmunda,Edmunda,Brzezińska,782720634,04/02/1969
rec-459-org,Izabella,Sabina,Ostrowska,792965772,19/11/1965
rec-460-org,Gabriela,Leonarda,Kulesza,506526693,30/01/1935
rec-461-dup-0,Urbańska,Leokadia,Sylwestra,,20/07/1957
rec-461-dup-1,Sylwestra,Leokadia,Urbańska,783173420,20/07/1957
rec-461-org,Leokadia,Sylwestra,Urbańska,783173420,20/07/1975
rec-462-org,Krystyna,Ksenia,Sobczak,602910867,04/08/1999
rec-463-dup-0,Adela,Roma,Szulc,,24/05/1968
rec-463-dup-1,Roma,Adela,Szulc,884476263,24/05/1968
rec-463-org,Roma,Adela,Szulc,884476263,24/05/1986
rec-464-dup-0,Milena,Filomena,Jaworska,,19/06/2050
rec-464-org,Milena,Filomena,Jaworska,662044397,19/06/2005
rec-465-org,Grażyna,Izabella,Kaźmierczak,457256366,03/05/1993
rec-466-dup-0,Dąbrowska,Scholastyka,Natalia,,20/09/1992
rec-466-org,Natalia,Scholastyka,Dąbrowska,455375990,20/09/1929
rec-467-dup-0,Andżelika,Bożenna,Zając,,30/08/1975
rec-467-org,Andżelika,Bożenna,Zając,785280924,30/08/1957
rec-468-org,Ilona,Izabella,Sadowska,505862415,16/03/1940
rec-469-dup-0,Amelia,Izabella,Kalinowska,,25/08/1996
rec-469-org,Izabella,Amelia,Kalinowska,574948562,25/08/1969
rec-470-dup-0,Leontyna,Tekla,Rutkowska,,06/05/1993
rec-470-dup-1,Leontyna,Tekla,Rutkowska,787032032,06/05/1993
rec-470-org,Tekla,Leontyna,Rutkowska,787032032,06/05/1939
rec-471-dup-0,Felicja,Izabella,Piotrowska,,28/12/1915
rec-471-dup-1,Felicja,Izabella,Piotrowska,690758777,28/12/1915
rec-471-dup-2,Piotrowska,Izabella,Felicja,690758777,28/12/1915
rec-471-org,Izabella,Felicja,Piotrowska,690758777,28/12/1951
rec-472-dup-0,Maja,Weronika,Jabłońska,,07/10/2040
rec-472-org,Weronika,Maja,Jabłońska,503422849,07/10/2004
rec-473-org,Zdzisława,Teodozja,Sadowska,889261371,10/01/2004
rec-474-dup-0,Izabella,Baranowska,Pelagia,,20/05/1987
rec-474-org,Pelagia,Izabella,Baranowska,731520177,20/05/1978
rec-475-dup-0,Lena,Kozłowska,Teodozja,,11/05/1979
rec-475-dup-1,Teodozja,Kozłowska,Lena,459759230,11/05/1979
rec-475-dup-2,Kozłowska,Lena,Teodozja,459759230,11/05/1979
rec-475-org,Lena,Teodozja,Kozłowska,459759230,11/05/1997
rec-476-dup-0,Pawlicka,Amelia,Estera,,06/04/1984
rec-476-org,Amelia,Estera,Pawlicka,736164236,06/04/1948
rec-477-dup-0,Franciszka,Hildegarda,Szczepańska,,04/11/1935
rec-477-org,Franciszka,Hildegarda,Szczepańska,782147649,04/11/1953
rec-478-dup-0,Izabella,Szewczyk,Izabella,,26/07/1984
rec-478-org,Izabella,Izabella,Szewczyk,697674996,26/07/1948
rec-479-dup-0,Izabella,Dąbrowska,Roma,,05/12/1988
rec-479-dup-1,Roma,Izabella,Dąbrowska,666108573,05/12/1988
rec-479-org,Izabella,Roma,Dąbrowska,666108573,05/12/1988
rec-480-org,Klementyna,Eliza,Sokołowska,788147617,22/03/1968
rec-481-dup-0,Czarnecka,Sabina,Erna,,14/07/1905
rec-481-org,Erna,Sabina,Czarnecka,664908108,14/07/1950
rec-482-dup-0,Galina,Natalia,Jaworska,,22/12/1943
rec-482-dup-1,Jaworska,Natalia,Galina,799454918,22/12/1943
rec-482-org,Natalia,Galina,Jaworska,799454918,22/12/1934
rec-483-dup-0,Felicja,Grażyna,Tomczak,,20/08/1949
rec-483-dup-1,Grażyna,Felicja,Tomczak,660164597,20/08/1949
rec-483-dup-2,Tomczak,Felicja,Grażyna,660164597,20/08/1949
rec-483-org,Felicja,Grażyna,Tomczak,660164597,20/08/1994
rec-484-dup-0,Sawicka,Lilla,Cecylia,,04/07/1943
rec-484-dup-1,Cecylia,Lilla,Sawicka,532194168,04/07/1943
rec-484-dup-2,Cecylia,Lilla,Sawicka,532194168,04/07/1943
rec-484-org,Cecylia,Lilla,Sawicka,532194168,04/07/1934
rec-485-org,Lilla,Romana,Sokołowska,697697499,23/11/1972
rec-486-dup-0,Matylda,Młynarczyk,Bożenna,,05/11/1906
rec-486-dup-1,Matylda,Młynarczyk,Bożenna,512031030,05/11/1906
rec-486-org,Matylda,Bożenna,Młynarczyk,512031030,05/11/1960
rec-487-org,Bożena,Izabella,Kubicka,788314727,06/02/1976
rec-488-dup-0,Karolina,Blanka,Michalska,,02/07/1999
rec-488-org,Karolina,Blanka,Michalska,690793349,02/07/1999
rec-489-dup-0,Bernardeta,Klaudia,Młynarczyk,,16/07/1993
rec-489-dup-1,Bernardeta,Młynarczyk,Klaudia,786679984,16/07/1993
rec-489-dup-2,Bernardeta,Klaudia,Młynarczyk,786679984,16/07/1993
rec-489-org,Klaudia,Bernardeta,Młynarczyk,786679984,16/07/1939
rec-490-org,Kinga,Eryka,Kowalska,737308069,09/02/1969
rec-491-org,Grażyna,Salomea,Andrzejewska,507957602,16/04/1967
rec-492-dup-0,Michalak,Amelia,Marta,,31/07/1929
rec-492-dup-1,Amelia,Michalak,Marta,723959724,31/07/1929
rec-492-dup-2,Michalak,Marta,Amelia,723959724,31/07/1929
rec-492-org,Amelia,Marta,Michalak,723959724,31/07/1992
rec-493-dup-0,Malinowska,Julitta,Daniela,,06/03/1998
rec-493-org,Julitta,Daniela,Malinowska,795729341,06/03/1989
rec-494-dup-0,Włodzimiera,Laskowska,Agata,,12/01/1914
rec-494-dup-1,Włodzimiera,Laskowska,Agata,691674338,12/01/1914
rec-494-dup-2,Włodzimiera,Laskowska,Agata,691674338,12/01/1914
rec-494-org,Włodzimiera,Agata,Laskowska,691674338,12/01/1941
rec-495-org,Krystyna,Leonia,Kowalska,512801561,18/02/1987
rec-496-dup-0,Roma,Kowalska,Zdzisława,,02/12/1998
rec-496-org,Roma,Zdzisława,Kowalska,605084289,02/12/1989
rec-497-dup-0,Liliana,Laskowska,Izabella,,28/02/1965
rec-497-org,Liliana,Izabella,Laskowska,509918081,28/02/1956
rec-498-dup-0,Kołodziejska,Brygida,Izabella,,04/03/1907
rec-498-org,Brygida,Izabella,Kołodziejska,794787125,04/03/1970
rec-499-org,Bogusława,Marta,Laskowska,880375482,23/06/1947
rec-500-org,Agata,Amelia,Sokołowska,783286326,29/07/1975
rec-501-dup-0,Makowska,Eugenia,Maryla,,25/07/1907
rec-501-org,Eugenia,Maryla,Makowska,600720811,25/07/1970
rec-502-org,Anita,Wiktoria,Włodarczyk,660290846,23/11/1975
rec-503-org,Aniceta,Bolesława,Pietrzak,795504892,21/08/1991
rec-504-dup-0,Jolanta,Brygida,Urbaniak,,13/06/1993
rec-504-dup-1,Jolanta,Brygida,Urbaniak,889756341,13/06/1993
rec-504-dup-2,Jolanta,Urbaniak,Brygida,889756341,13/06/1993
rec-504-org,Brygida,Jolanta,Urbaniak,889756341,13/06/1939
rec-505-dup-0,Nowicka,Mariola,Izabella,,01/03/1949
rec-505-org,Izabella,Mariola,Nowicka,573188485,01/03/1994
rec-506-org,Edmunda,Franciszka,Szymańska,573468105,12/09/1965
rec-507-org,Julia,Arletta,Andrzejewska,507490753,19/10/1997
rec-508-dup-0,Sokołowska,Luiza,Amelia,,04/04/1928
rec-508-org,Amelia,Luiza,Sokołowska,733544926,04/04/1982
rec-509-org,Gabriela,Maryla,Sadowska,535712661,29/07/1948
rec-510-org,Marlena,Ludwika,Baranowska,691586988,19/05/1996
rec-511-org,Bogdana,Hanna,Kaźmierczak,697622827,31/03/1992
rec-512-dup-0,Urszula,Kinga,Rutkowska,,20/02/2070
rec-512-dup-1,Urszula,Rutkowska,Kinga,793770285,20/02/2070
rec-512-org,Kinga,Urszula,Rutkowska,793770285,20/02/2007
rec-513-dup-0,Jadwiga,Szymczak,Ruta,,10/06/1986
rec-513-dup-1,Ruta,Szymczak,Jadwiga,609408215,10/06/1986
rec-513-dup-2,Ruta,Jadwiga,Szymczak,609408215,10/06/1986
rec-513-org,Ruta,Jadwiga,Szymczak,609408215,10/06/1968
rec-514-dup-0,Jakubowska,Modesta,Aniela,,16/12/1916
rec-514-dup-1,Aniela,Modesta,Jakubowska,882296044,16/12/1916
rec-514-org,Aniela,Modesta,Jakubowska,882296044,16/12/1961
rec-515-org,Donata,Liliana,Górecka,601067949,26/06/1978
rec-516-dup-0,Mazurska,Maryla,Ludwika,,03/06/2020
rec-516-org,Maryla,Ludwika,Mazurska,732287772,03/06/2002
rec-517-org,Filomena,Luiza,Czerwińska,666365807,03/11/1993
rec-518-dup-0,Sadowska,Brygida,Anita,,31/01/1938
rec-518-dup-1,Brygida,Anita,Sadowska,784818139,31/01/1938
rec-518-org,Anita,Brygida,Sadowska,784818139,31/01/1983
rec-519-org,Hanna,Izabella,Młynarczyk,887801820,08/04/1966
rec-520-org,Aleksandra,Blanka,Maj,888956907,11/01/2002
rec-521-dup-0,Ludwina,Gabryela,Gajewska,,05/05/1938
rec-521-dup-1,Ludwina,Gabryela,Gajewska,458564111,05/05/1938
rec-521-dup-2,Ludwina,Gajewska,Gabryela,458564111,05/05/1938
rec-521-org,Gabryela,Ludwina,Gajewska,458564111,05/05/1983
rec-522-dup-0,Apolonia,Adolfa,Michalak,,10/01/1973
rec-522-org,Apolonia,Adolfa,Michalak,514620952,10/01/1937
rec-523-dup-0,Adamina,Leonia,Kwiatkowska,,19/10/1936
rec-523-org,Leonia,Adamina,Kwiatkowska,516546103,19/10/1963
rec-524-dup-0,Sabina,Ruta,Kozłowska,,16/02/1938
rec-524-dup-1,Ruta,Kozłowska,Sabina,888614057,16/02/1938
rec-524-dup-2,Ruta,Kozłowska,Sabina,888614057,16/02/1938
rec-524-org,Sabina,Ruta,Kozłowska,888614057,16/02/1983
rec-525-dup-0,Andżelika,Kowalska,Edmunda,,10/03/1998
rec-525-dup-1,Andżelika,Edmunda,Kowalska,530489138,10/03/1998
rec-525-org,Edmunda,Andżelika,Kowalska,530489138,10/03/1989
rec-526-dup-0,Andżelika,Adamska,Dorota,,31/07/1938
rec-526-org,Dorota,Andżelika,Adamska,508325823,31/07/1983
rec-527-dup-0,Szewczyk,Bogdana,Dioniza,457942007,27/05/1966
rec-527-dup-1,Szewczyk,Bogdana,Dioniza,,27/05/1966
rec-527-org,Dioniza,Bogdana,Szewczyk,457942007,27/05/1966
rec-528-dup-0,Maria,Olszewska,Izabella,,13/02/1954
rec-528-dup-1,Maria,Izabella,Olszewska,539840289,13/02/1954
rec-528-dup-2,Izabella,Olszewska,Maria,539840289,13/02/1954
rec-528-org,Maria,Izabella,Olszewska,539840289,13/02/1945
rec-529-dup-0,Kowalska,Wincenta,Pelagia,,15/12/1988
rec-529-org,Pelagia,Wincenta,Kowalska,724639855,15/12/1988
rec-530-org,Józefina,Julitta,Kozłowska,605379502,20/01/1988
rec-531-dup-0,Lewandowska,Laura,Teodozja,,21/11/1969
rec-531-org,Laura,Teodozja,Lewandowska,782687681,21/11/1996
rec-532-org,Józefa,Kunegunda,Maciejewska,787156956,01/12/1957
rec-533-dup-0,Julia,Sokołowska,Rita,,21/10/1984
rec-533-dup-1,Julia,Rita,Sokołowska,537030453,21/10/1984
rec-533-org,Julia,Rita,Sokołowska,537030453,21/10/1948
rec-534-org,Elza,Lucja,Michalska,695047930,13/11/1959
rec-535-dup-0,Dudek,Wioleta,Izabella,,05/10/1975
rec-535-org,Izabella,Wioleta,Dudek,727283999,05/10/1957
rec-536-org,Justyna,Narcyza,Wilk,733843089,29/09/1964
rec-537-dup-0,Izabella,Władysława,Kowalska,,17/06/1997
rec-537-dup-1,Władysława,Izabella,Kowalska,780566418,17/06/1997
rec-537-dup-2,Kowalska,Izabella,Władysława,780566418,17/06/1997
rec-537-org,Izabella,Władysława,Kowalska,780566418,17/06/1979
rec-538-dup-0,Izabella,Eufemia,Witkowska,,26/10/1907
rec-538-dup-1,Eufemia,Izabella,Witkowska,576875063,26/10/1907
rec-538-dup-2,Witkowska,Izabella,Eufemia,576875063,26/10/1907
rec-538-org,Izabella,Eufemia,Witkowska,576875063,26/10/1970
rec-539-org,Julia,Agnieszka,Kubicka,661332541,01/02/1987
rec-540-org,Bernarda,Antonina,Jakubowska,735431735,17/06/1999
rec-541-org,Sabina,Marzanna,Sadowska,737179110,11/07/2006
rec-542-org,Justyna,Narcyza,Dąbrowska,887049611,02/09/1990
rec-543-dup-0,Aniela,Eulalia,Adamska,,29/07/1937
rec-543-dup-1,Adamska,Aniela,Eulalia,509639907,29/07/1937
rec-543-org,Aniela,Eulalia,Adamska,509639907,29/07/1973
rec-544-org,Marzanna,Serafina,Maj,600785931,23/10/1949
rec-545-dup-0,Bogumiła,Adamska,Zenona,732845679,05/04/1977
rec-545-org,Bogumiła,Zenona,Adamska,732845679,05/04/1977
rec-546-dup-0,Domańska,Wacława,Izabella,,16/03/1959
rec-546-dup-1,Domańska,Wacława,Izabella,579685498,16/03/1959
rec-546-dup-2,Wacława,Domańska,Izabella,579685498,16/03/1959
rec-546-org,Izabella,Wacława,Domańska,579685498,16/03/1995
rec-547-org,Genowefa,Aniela,Tomaszewska,575089203,28/09/1981
rec-548-org,Eliza,Elwira,Cieślicka,533315377,28/06/1986
rec-549-org,Aleksandra,Aneta,Olszewska,734652170,21/01/1980
rec-550-org,Roma,Adelajda,Urbańska,733375636,12/01/1958
rec-551-dup-0,Pietrzak,Marzanna,Konstancja,,02/06/2060
rec-551-org,Konstancja,Marzanna,Pietrzak,458124739,02/06/2006
rec-552-dup-0,Mazurska,Fryderyka,Aldona,,06/01/1985
rec-552-org,Fryderyka,Aldona,Mazurska,572342583,06/01/1958
rec-553-dup-0,Irmgarda,Bogusława,Sokołowska,,22/06/1936
rec-553-dup-1,Irmgarda,Bogusława,Sokołowska,782615347,22/06/1936
rec-553-dup-2,Sokołowska,Bogusława,Irmgarda,782615347,22/06/1936
rec-553-org,Irmgarda,Bogusława,Sokołowska,782615347,22/06/1963
rec-554-dup-0,Eliza,Kalinowska,Erika,,11/06/1937
rec-554-dup-1,Kalinowska,Eliza,Erika,661122338,11/06/1937
rec-554-org,Erika,Eliza,Kalinowska,661122338,11/06/1973
rec-555-org,Dagmara,Edwarda,Górecka,530993842,21/01/1970
rec-556-dup-0,Adamska,Izabella,Lucyna,,25/11/1918
rec-556-dup-1,Izabella,Adamska,Lucyna,737317912,25/11/1918
rec-556-org,Izabella,Lucyna,Adamska,737317912,25/11/1981
rec-557-dup-0,Wawrzyniak,Bogumiła,Zenobia,,13/10/1997
rec-557-org,Zenobia,Bogumiła,Wawrzyniak,727255877,13/10/1979
rec-558-org,Stella,Benedykta,Kubicka,453337363,19/07/1968
rec-559-org,Izabella,Bogumiła,Bednarska,721214785,15/01/1962
rec-560-org,Kinga,Julianna,Głowacka,667766575,06/01/1966
rec-561-org,Wilhelmina,Feliksa,Zając,781514888,30/05/1988
rec-562-dup-0,Kamila,Kowalska,Adamina,,27/12/1946
rec-562-org,Kamila,Adamina,Kowalska,505083535,27/12/1964
rec-563-dup-0,Izabella,Majewska,Lubomira,,31/07/1969
rec-563-dup-1,Lubomira,Izabella,Majewska,732840445,31/07/1969
rec-563-dup-2,Izabella,Majewska,Lubomira,732840445,31/07/1969
rec-563-org,Lubomira,Izabella,Majewska,732840445,31/07/1996
rec-564-dup-0,Tomaszewska,Katarzyna,Renata,,19/09/1997
rec-564-org,Renata,Katarzyna,Tomaszewska,457826333,19/09/1979
rec-565-dup-0,Szulc,Blandyna,Izabella,,01/09/1977
rec-565-dup-1,Izabella,Szulc,Blandyna,695153663,01/09/1977
rec-565-org,Blandyna,Izabella,Szulc,695153663,01/09/1977
rec-566-dup-0,Domicela,Duda,Wincenta,,25/07/1967
rec-566-org,Domicela,Wincenta,Duda,514075536,25/07/1976
rec-567-org,Lucyna,Klaudia,Sokołowska,730902259,30/10/1987
rec-568-org,Natalia,Romualda,Cieślak,663618637,31/10/1950
rec-569-dup-0,Laskowska,Izabella,Zbigniewa,,03/04/1973
rec-569-org,Izabella,Zbigniewa,Laskowska,502182097,03/04/1937
rec-570-org,Radosława,Izabella,Krajewska,534817058,28/06/1932
rec-571-dup-0,Anna,Kołodziejska,Karolina,,10/04/1935
rec-571-dup-1,Anna,Kołodziejska,Karolina,502867163,10/04/1935
rec-571-org,Anna,Karolina,Kołodziejska,502867163,10/04/1953
rec-572-dup-0,Luiza,Serafina,Wysocka,519949387,05/01/1966
rec-572-dup-1,Wysocka,Luiza,Serafina,,05/01/1966
rec-572-org,Serafina,Luiza,Wysocka,519949387,05/01/1966
rec-573-dup-0,Ludwina,Bąk,Matylda,,03/12/1958
rec-573-dup-1,Bąk,Ludwina,Matylda,733859777,03/12/1958
rec-573-dup-2,Matylda,Bąk,Ludwina,733859777,03/12/1958
rec-573-org,Ludwina,Matylda,Bąk,733859777,03/12/1985
rec-574-org,Modesta,Izabella,Włodarczyk,604692632,14/12/2005
rec-575-dup-0,Eugenia,Klara,Jankowska,,10/09/2030
rec-575-dup-1,Eugenia,Jankowska,Klara,519160324,10/09/2030
rec-575-dup-2,Eugenia,Jankowska,Klara,519160324,10/09/2030
rec-575-org,Eugenia,Klara,Jankowska,519160324,10/09/2003
rec-576-org,Bożenna,Zyta,Pawłowska,793768151,25/09/1994
rec-577-org,Helena,Renata,Wysocka,514380701,24/11/1988
