,first_name,last_name,city,postcode,age,income,phone_number
848,Leokadia,Laskowska,gniezno,60-123,29,5913.10,574788412
849,Natasza,Szulc,Konin,60-218,82,9294.76,662747828
850,Gabriela,Jabłońska,Konin,60-521,35,4329.09,794784695
851,Wioletta,Wilk,Konin,60-208,,2684.89,453383849
852,Cyryla,Michalak,Piła,60-378,84,7064.63,
853,Adolfina,Szewczyk,Leszno,60-434,,9741.49,454121523
854,Gertruda,WalcKzak,Gniezno,61-011,25,7084.76,697083833
855,Llianna,Zielińska,Szamotuły,77-470,96,6i27.75,781047646
856,Leonia,Głowacka,Gniezno,61-509,56,328.302,533626898
857,Larysa,Kamińska,Konin,60-544,70,7904.51,
858,Izabell,Jankowska,gniezno,61-298,20,8322.55,451853642
859,Donaa,Kaczmarek,konin,64-030,41,3436.54,739467815
860,Bogdana,Ostrrowska,Konin,0-612,59,9269.06,501841108
861,Irmgarda,Zielińska,Kalisz,64-125,91,8531.9,699949955
862,Ingeborga,Zielikńska,Leszno,6-218,40,9264.63,
863,Matylda,Michalska,Poznań,60-332,,8167.05,696473840
864,Lucyna,Przybylska,konin,61-810,,8307.37,784006023
865,Modesta,WasilewCska,Poznań,60-288,,8041.44,669003231
866,Adamina,Wojciechowska,Konin,60-804,42,8736.94,795152973
867,Sylwestra,GórWecka,Kalisz,60-171,,3362.48,691297417
868,Stefania,Młynarczyk,Szamotuły,61-047,54,3997.88,885230259
869,Weronika,UrbaUńska,Poznań,60-65,70,5527.98,505086191
870,Amalia,Kaźmierczak,kalisz,0-385,54,6740.36,
871,Zofa,Lis,Konin,62-303,,7776.27,737582314
872,Bibianna,Zawadzvka,Poznań,63-507,75,7649.36,
873,Izbella,Zawadzka,Poznań,89-300,66,9234.21,883634195
874,Mja,aWitkowska,poznań,61-896,61,9296.99,783405930
875,Dioniza,Szymczak,Poznań,60-480,,5255.23,506168617
876,omana,Kaczmarska,leszno,64-841,36,7477.15,
877,Izabella,Kowalska,Konin,61817,,5304.34,451432755
878,Amelia,NowiUcka,kalisz,62-260,,6623R.51,789375573
879,Żaneta,OlszeUwska,Poznań,60-509,48,7643.58,
880,Romualda,Michalak,Poznań,61-21,,182.58,
881,Daria,Przybylska,Poznań,61-726,,11822.49,791527529
882,Włodzimiera,Kwiatkowska,Kalisz,61-312,67,8132.82,533470942
883,Kinga,SzewczFyk,Leszno,60-595,46,5808.59,661131034
884,Daniela,Kowalska,Kalisz,61-857,,10854.74,
885,Izabella,Kowalska,Poznań,62-682,,6305.14,454673978
886,Izabella,Czerwińska,Poznań,61-87,,7265o04,533945609
887,Regina,Gajewska,szamotuły,61-60,75,602.577,662625109
888,Eugenia,Walczak,poznań,61-753,,10303.98,455939467
889,Krzysztofa,Maciejewska,Poznań,60-164,100,6790.30,507259596
890,Izabella,Jabłońska,Poznań,62-064,36,7298.97,739117523
891,Radosława,Szulc,Ostrów Wielkopolski,61-164,,9407.56,662912320
892,Wiktoria,NowickaG,kalisz,60-717,54,8170.28,530672161
893,Stefania,Andrzejewska,Kalisz,60-728,,6891.30,602407615
894,Mirella,Kowalewska,Ostrów Wielkopolski,61-73,,9220.78,734086232
895,Larysa,Dudek,Poznań,61-047,,12076.97,725560113
896,Michalina,Rutkowska,Ostrów Wielkopolski,60-264,36,7634.82,456245250
897,Sylwia,Kalinowska,Poznań,60-454,60,7233.52,605541567
898,Agata,Brzezińska,Kalisz,62-010,91,7341.25,
899,Eliza,Borkowska,Konin,62113,83,9620.86,534937524
900,Kinga,Ostrowska,Konin,62-080,59,5801.60,501525325
901,Bernadeta,AndrzejewsBka,Szamotuły,61-519,42,6443.36,739547872
902,Grażyna,Walczak,Poznań,61-295,,3925.11,725812621
903,Bolesława,Duda,Ostrów Wielkopolski,60-743,90,4632.26,
904,Heronim,Pawłowska,Konin,60-391,76,5964.40,515261630
905,Jarosława,Maciejewska,Gniezno,61-206,65,6888.13,
906,Marzenna,Lis,szamotuły,61-524,90,10538.17,516473397
907,Alina,Bąk,Poznań,61-668,28,8071.99,722151873
908,Róża,Tomaszewska,Szamotuły,60-769,,5175.84,512882738
909,Violetta,Wilczyńska,Kalisz,1-537,,5544h.04,571471541
910,Ludomira,Adamska,Gniezno,60-79,28,9749.50,518787309
911,Iwonna,Dąbrowska,poznań,60-617,56,925.322,537910479
912,Modesta,Wilk,Kalisz,61-639,50,7056.30,724690008
913,Edmunda,Nowicka,Gniezno,60-416,95,6114.95,728924694
914,Leona,Domańska,Konin,60-443,45,9249.87,
915,Kornela,Góreacka,Poznań,6-254,85,5013.35,501523442
916,Agnieszka,Sadowska,Poznań,60-22,79,7784.06,500867522
917,Magdaena,Stępieńska,Piła,60-766,,11545.32,782490261
918,Apolonia,Pawlicka,Poznań,61-15,93,7410.71,452513465
919,Bernarda,Włodarczyk,gniezno,60-32,51,5448.78,
920,Kazimiera,Marciniak,ostrów wielkopolski,77-424,50,7820.74,572227024
921,Estera,Kaźmierczak,Poznań,61-642,,6095.98,797303963
922,Amelia,Makowska,poznań,60-336,41,4211.77,601701359
923,Zyta,Krawczyk,Gniezno,61-742,90,84y2.07,699935718
924,Izabela,Głowacka,Poznań,62-09,57,9235.67,507167031
925,Róża,Bednarska,kalisz,60-790,46,6378.9,669916368
926,Bogusława,Krajewska,Gniezno,60-751,36,6245.53,607752130
927,Ala,Siokołowska,Kalisz,61-555,58,5e076.87,789205171
928,Tatiana,Andrzejewska,Konin,62-00,77,6700.13,
929,Leonia,Lis,Gniezno,61-717,42,5875.26,503987858
930,Felicja,Rutkowska,kalisz,60-745,,4977.93,668684349
931,Izaella,Pawłowska,Poznań,60-843,70,10784.N4,723194710
932,Anita,Szymańska,Kalisz,60-708,83,7932.99,880557215
933,Raisa,Tomczak,Piła,63-220,39,8144.79,459759917
934,Konstancja,Sokołowska,Gniezno,60-681,,8766.80,694910373
935,Antonina,Cieślicka,konin,60-182,31,8542.07,516273920
936,Gabryela,Makowska,Leszno,60-331,48,6173.78,663729262
937,Władysława,Pawlicka,Poznań,61-139,77,7545.11,730146336
938,Ida,Jankowska,poznań,60-683,70,6461.94,
939,Stefania,Bednarska,Poznań,64-150,33,7876.9,
940,Juia,Głowacka,Ostrów Wielkopolski,62-570,88,7683.38,578465830
941,Malwina,Maciejewska,Poznań,62-731,22,6234.8,781794313
942,Gabriela,Laskowska,piła,62-106,67,4341.40,
943,arzanna,Dudek,Poznań,61-07,99,7292.47,661063778
944,Klara,Urbańska,leszno,63-025,62,6591.46,453527204
945,Wiktoria,Wiśniewska,Konin,61671,84,3219.26,503535382
946,elga,Górecka,Leszno,62330,67,8015.32,784242948
947,Ala,Wiśniewska,gniezno,64-122,82,9830.68,786344351
948,Jowita,Andrzejewska,Szamotuły,61-657,72,12056.71,721139174
949,Izabella,Wiśniewska,Piła,60-236,75,6217.60,453393420
950,Eliza,Włodarczyk,poznań,60-522,,59Z22.58,
951,Olga,Adamska,Gniezno,6-832,,4871.16,459142214
952,Wiktoria,Szuhlc,Poznań,61-801,,7417.28,780581031
953,Bogusława,Zakrzewska,Piła,61-315,98,7404.64,796745542
954,Gabrela,Wilk,kalisz,62-540,37,5377.41,572562469
955,Dioniza,Zakrzewska,leszno,60-57,37,6650.14,
956,Wincetyna,Nowicka,poznań,61-881,88,3042.67,605084943
957,Donata,Bąk,Poznań,61-806,38,88G2.75,507302234
958,Arleta,Walczak,Poznań,63-405,48,5548.64,511739475
959,Eliza,Pawłowska,Piła,60-443,77,6930.9,603813495
960,Eliza,Pawłowska,gniezno,6-272,31,4146.61,509114684
961,Teodozja,LaskowskVa,szamotuły,62-002,31,5835.29,662916207
962,Regina,Olszewska,poznań,61-249,,6440.82,510335816
963,Czesława,Domańska,Kalisz,60-202,,697J.42,
964,Kornela,Szczepańska,poznań,60-335,37,7959.47,884791367
965,Bolesława,Bąk,kalisz,64-15,19,9878.15,798785031
966,Kornea,Stępieńska,Leszno,60-683,,8465.42,737766446
967,Eugeia,Walczak,Leszno,62-410,44,8924.33,510444377
968,Irmna,Makowska,kalisz,60-535,,9892.21,
969,Antonia,Michalak,Poznań,62-080,,8139.42,665927775
970,Róża,Kaźmierczakc,konin,61-818,69,6926.59,607353016
971,Halina,Zakrzewska,gniezno,62-095,24,9018.22,666081942
972,Władysława,Szczepańska,poznań,60-727,44,9146.02,668369989
973,Ksenia,Kubicka,Szamotuły,64-22,90,8297.13,791453309
974,Izabella,Dudek,Kalisz,62-591,66,4090.74,457989282
975,Rita,Głowacka,Piła,62-301,52,5317.08,793508808
976,Liliana,Maj,Gniezno,3-645,56,6450.29,539520841
977,Waleria,Wysocka,Gniezno,62-051,35,8559.24,578884421
978,Eliza,SzczepańsCka,Gniezno,60-656,,6957.31,
979,Agata,Górska,Piła,61-44,93,9273.74,503780124
980,Elza,Wasilewska,Kalisz,64-100,,9630.47,577158101
981,Scholastyka,Kubicka,Leszno,60-552,36,9398.34,780188397
982,Bogdana,Walczak,Poznań,60-836,43,941V.08,457429298
983,Kinga,Jakubowska,Kalisz,60-118,,4926.01,887137498
984,Mariola,Pawłowska,poznań,6-387,43,7965.27,537756701
985,Emma,Wiśniewska,Poznań,6-561,45,5784.94,
986,zabella,Jasińska,Poznań,77-470,70,3701.87,691257253
987,Stanisawa,Sobczak,Kalisz,60-605,,6425.06,
988,Izabella,Zawadzka,Poznań,61-884,,9649.47,782992180
989,Dobrosłwa,Domańska,Kalisz,61-892,26,7912.48,728014746
990,Amelia,Cieślak,Gniezno,61-863,19,11035.62,
991,Mrella,Sawicka,Piła,60-519,88,7354.46,886340866
992,Hieronima,Kozłowska,Leszno,64-010,76,11895.61,887157385
993,Gertruda,Brszezińska,kalisz,60-287,47,7355.04,538611646
994,Ksawera,Makowska,kalisz,60-128,67,7044.96,665539728
995,Nina,Szewczyk,konin,62-213,36,4441.22,669017802
996,Knegunda,Kamińska,gniezno,64-412,,9221.13d,530083184
997,Mria,Kowalska,Poznań,60-572,57,5995.7G5,518741917
998,Ludwina,Walczak,ostrów wielkopolski,60-328,47,5705.90,785076560
999,Adela,Michalska,Poznań,3-100,68,95624.6,669707591
