rec-id,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform
rec-6388-dup-0,Józefa,Brzezińscka,61-0w9,Konin,,7931 10006 0353 2091,,27
rec-6388-org,Józefa,Brzezińska,61-029,Konin,532490690,7931 1000 0353 2091,34287.47,27
rec-6389-dup-0,pHeronima,Wawszyniak,60-306,Poznań,698506315,9038 6258 2144 629,,935
rec-6389-org,Heronima,Wawrzyniak,60-306,Poznań,698506315,9038 6258 2144 8629,19100.77,35
rec-6390-org,Izabella,Piotrowska,60-375,Konin,664467769,8428 2879 9860 2320,19658.13,25
rec-6391-dup-0,Izapella,Olzzewska,missing,Szamotiły,,8739 0439 3267 9799,70781.92,17
rec-6391-dup-1,Izabrlla,Olssewska,69-o21,Szamotuły,,8739 0439 3267 99799,70781.92,17
rec-6391-dup-2,Izabella,Olzzewska,69-931,Szamotuły,,8739 039 3267 9799,70781.92,47
rec-6391-org,Izabella,Olszewska,69-921,Szamotuły,510285333,8739 0439 3267 9799,70781.92,17
rec-6392-dup-0,Angelicka,Czaika,63-091,Kaoisz,,3568 1813 6162 6681,66737.15,97
rec-6392-org,Angelika,Czajka,63-001,Kalisz,662999788,3568 1813 6162 6681,66737.15,97
rec-6393-dup-0,Jolanda,Sokołovvska,60-u57,Piła,,7467 8745 45048 0346,59965.04,69
rec-6393-dup-1,Jolanta,Sokołowslca,60-767,Piła,,7467 8745 4548 346,,69
rec-6393-dup-2,Jolanta,Sokołowstka,60-758,Piłw,,7467 8745 44548 0346,59965.04,69
rec-6393-org,Jolanta,Sokołowska,60-757,Piła,796048857,7467 8745 4548 0346,59965.04,69
rec-6394-dup-0,Anila,Pawlicka,61-0e9,Ssamotuły,500992959,8456 5931 66652 8100,63035.70,738
rec-6394-dup-1,Anieia,Pawlicka,61-039,Szamituły,,8456 59301 6652 8100,63035.70,37
rec-6394-org,Aniela,Pawlicka,61-039,Szamotuły,500992959,8456 5931 6652 8100,63035.70,73
rec-6395-org,Adamina,Borkowska,61-622,Gniezno,798660054,0008 7796 5986 7343,46893.25,43
rec-6396-dup-0,Żaneda,Pałowska,missing,Poznań,,2288 53317952 7829,55338.84,55
rec-6396-org,Żaneta,Pawłowska,61-103,Poznań,512207429,2288 5331 7952 7829,55338.84,55
rec-6397-dup-0,Anastazja,Adamcsyk,60-169,Pozna,,8104 4105 0481 293,,23
rec-6397-dup-1,Anastazla,Adamcjyk,y0-169,Poznań,,8104 4105 0481 6293,27397.10,231
rec-6397-org,Anastazja,Adamczyk,60-169,Poznań,690740681,8104 4105 0481 6293,27397.10,23
rec-6398-org,Zenaida,Nowicka,62-004,Kalisz,602414117,7180 0609 5122 9670,16549.27,7
rec-6399-org,Pelagia,Szymczak,61-382,Kalisz,792018611,4865 5226 1918 6319,29387.65,78
rec-6400-dup-0,Irena,Krói,60-613,Kalistz,,3496 10354280 2587,,15
rec-6400-org,Irena,Król,60-613,Kalisz,506350232,3496 1035 4280 2587,38823.57,15
rec-6401-dup-0,Izabella,Sobkzak,missing,Kalisz,,78642 8541 5847 3571,75719.24,25
rec-6401-org,Izabella,Sobczak,60-227,Kalisz,579609144,7642 8541 5847 3571,75719.24,52
rec-6402-dup-0,Marzana,Wilkczyńska,61-019,Kalis,,4645 1799 0123 9511,32107.20,9
rec-6402-dup-1,Marzabna,Wilczyństka,61-019,Kalisj,,4645 1799 0123 9511,,91
rec-6402-org,Marzanna,Wilczyńska,61-019,Kalisz,883328348,4645 1799 0123 9511,32107.20,91
rec-6403-org,Stefania,Kubicka,60-642,Kalisz,722018565,4198 5853 3518 5081,31190.68,16
rec-6404-dup-0,Klemendyna,Pawłowjka,62-811,Poznań,,4814 6183 61146 8935,63939.67,9
rec-6404-dup-1,Klemendyna,Pawłowjka,62-81q,Poznań,793462824,4814 6183 61346 8935,,99
rec-6404-org,Klementyna,Pawłowska,62-811,Poznań,793462824,4814 6183 6146 8935,63939.67,99
rec-6405-org,Bernardeta,Makowska,62-402,Piła,669314277,3161 4858 9657 1544,39304.99,1
rec-6406-dup-0,Isabella,Kowalzka,missing,Gniezo,737267934,6905 9007 41351 4596,74154.45,68
rec-6406-dup-1,Ijabella,Kowalsma,64-704,Gniezno,737267934,46905 9007 1351 4596,,8
rec-6406-dup-2,Izabella,Kowalscka,64-704,Gniezno,,6905 9007 1351 43596,,86
rec-6406-org,Izabella,Kowalska,64-704,Gniezno,737267934,6905 9007 1351 4596,74154.45,68
rec-6407-org,Amelia,Jaworska,61-651,Gniezno,512983960,6473 5603 1993 8954,38382.46,8
rec-6408-dup-0,Bneigna,Jakubowxka,60-447,,,9272 8510 4257 6257,,93
rec-6408-dup-1,Benikna,Jakubowjka,missing,Konun,732442491,9272 8510 425 7 6257,78724.12,93
rec-6408-dup-2,Benjgna,Jakubovskiea,60-547,Konin,,9272 8510 4257 6257,,93
rec-6408-org,Benigna,Jakubowska,60-447,Konin,732442491,9272 8510 4257 6257,78724.12,93
rec-6409-dup-0,Danuda,Kulestza,missing,Poznań,662612136,2435 1067 1377 80563,75678.80,58
rec-6409-dup-1,Danuta,K7lesza,missing,Poznań,,2435 10671377 8056,,54
rec-6409-dup-2,Danuda,Kulestza,61-484,Poznań,662612136,2435 1067 13772 8056,,54
rec-6409-org,Danuta,Kulesza,61-584,Poznań,662612136,2435 1067 1377 8056,75678.80,54
rec-6410-dup-0,Jutyta,Michajska,60-409,Konin,,2310 9060 7640 3668,77645.78,6
rec-6410-dup-1,Judyta,Michalsla,60-409,Konin,,2310 09060 7640 3668,,86
rec-6410-org,Judyta,Michalska,60-408,Konin,697287952,2310 9060 7640 3668,77645.78,86
rec-6411-org,Gertruda,Jakubowska,61-608,Szamotuły,537688582,2495 2752 5842 3761,69024.37,28
rec-6412-dup-0,Etmunda,Włodarczyk,60-86o,Kalisj,,3522 5693 16102236,92384.08,30
rec-6412-dup-1,Edmunda,Włotarczyk,60-869,Kal8sz,503235021,3522 5693 1610 226,92384.08,10
rec-6412-org,Edmunda,Włodarczyk,60-860,Kalisz,503235021,3522 5693 1610 2236,92384.08,30
rec-6413-dup-0,Ameli,Kowaiska,60-329,Konin,,87821 6732 9335 4947,34900.97,18
rec-6413-dup-1,Amelya,Koalska,missing,Konin,,8782 67432 9335 4947,34900.97,18
rec-6413-org,Amelia,Kowalska,60-319,Konin,517367670,8782 6732 9335 4947,34900.97,18
rec-6414-dup-0,Irena,Kubiccka,61-609,Kal9sz,,1502 6362 589 4067,30851.01,762
rec-6414-dup-1,Ireqa,Kubicka,61-y09,Kalizz,,1502 6362 5489 4067,,62
rec-6414-org,Irena,Kubicka,61-609,Kalisz,727105303,1502 6362 5489 4067,30851.01,62
rec-6415-org,Izabella,Pawlak,60-126,Poznań,725320888,4353 5981 8182 4684,52916.11,49
rec-6416-dup-0,Wincentae,Tomaszewscka,60-478,Poznań,602090641,3956 146 8024 9264,,46
rec-6416-org,Wincenta,Tomaszewska,60-478,Poznań,602090641,3956 6146 8024 9264,75795.27,64
rec-6417-dup-0,Elsa,Czajka,60-729,Gnizno,,9723 4457 98588 5972,73385.10,519
rec-6417-dup-1,Elxa,Czaska,60-739,Gniezno,531940967,9723 4457 988 5972,,59
rec-6417-dup-2,Elsha,Czazka,60-729,Gniesno,,9723 4457 98885972,73385.10,59
rec-6417-org,Elza,Czajka,60-729,Gniezno,531940967,9723 4457 9888 5972,73385.10,59
rec-6418-org,Otolia,Lewandowska,61-008,Piła,573180213,0376 9550 2417 5255,44838.46,43
rec-6419-dup-0,Bogtana,Bednarska,61-429,Komin,573860730,3160 1885 71363 3796,72245.42,9
rec-6419-dup-1,Bogtana,Bednarzka,61-e19,Konin,573860730,3160 18854 7133 3796,,89
rec-6419-org,Bogdana,Bednarska,61-419,Konin,573860730,3160 1885 7133 3796,72245.42,89
rec-6420-dup-0,Praksteda,Bąck,60-85q,Gniezno,,8167 9651 3331 06737,31753.50,49
rec-6420-dup-1,Prakjeda,Bąck,60-851,Gniezno,,8167 9651 30331 0737,31753.50,449
rec-6420-org,Prakseda,Bąk,60-851,Gniezno,661848332,8167 9651 3331 0737,31753.50,49
rec-6421-dup-0,Julya,Góreccka,60-45y,Kalisz,,8351 911 3 9477 2728,14394.75,95
rec-6421-org,Julia,Górecka,60-457,Kalisz,787224383,8351 9113 9477 2728,14394.75,95
rec-6422-org,Pelagia,Dudek,62-080,Gniezno,459145309,9503 6577 5733 4320,61240.28,19
rec-6423-dup-0,Julis,Ostroska,62-831,Poznań,,7548 3310 5846 0398,,33
rec-6423-org,Julia,Ostrowska,62-831,Poznań,696985000,7548 3310 5846 0398,19357.87,3
rec-6424-dup-0,Stella,Jakubowjka,61-568,Pozbań,,2827 0756 781 3980,21316.61,38
rec-6424-org,Stella,Jakubowska,61-668,Poznań,666492758,2827 0756 6781 3980,21316.61,38
rec-6425-dup-0,Kasimiera,Pawlicka,missing,Poznsń,,4867 34368 6955 7263,29316.94,56
rec-6425-dup-1,Ka2imiera,Pawlucka,65-400,Poznań,,4867 3468 6955 7263,,56
rec-6425-org,Kazimiera,Pawlicka,64-400,Poznań,734652990,4867 3468 6955 7263,29316.94,56
rec-6426-dup-0,Wirginia,Tomaszeska,61-e82,Gnizno,,7201 0709 79452 2455,40820.49,31
rec-6426-dup-1,Wirjinia,Tomasz3wska,61-282,Gniezno,789878636,72010709 7452 2455,40820.49,11
rec-6426-dup-2,Wirjinia,Tomaszewska,61-382,Gniezbo,789878636,7201 0709 752 2455,,38
rec-6426-org,Wirginia,Tomaszewska,61-382,Gniezno,789878636,7201 0709 7452 2455,40820.49,31
rec-6427-dup-0,Maahcela,Zielińzka,60-194,Gniezbo,660775562,2824 205 3424 7798,93079.23,37
rec-6427-org,Marcela,Zielińska,60-184,Gniezno,660775562,2824 2905 3424 7798,93079.23,37
rec-6428-dup-0,Izapella,Tomczack,64-733,Gniezjo,456449132,0881 2209 3604 8010,,7
rec-6428-dup-1,Isabella,Tomczak,64-73e,Gniezno,,0881 2209 36048010,,71
rec-6428-org,Izabella,Tomczak,64-733,Gniezno,456449132,0881 2209 3604 8010,82277.89,71
rec-6429-org,Waleria,Pawlicka,64-930,Poznań,660172198,2516 1170 9323 8207,68787.96,20
rec-6430-org,Zuzanna,Czarnecka,62-817,Poznań,668898833,7330 5878 7334 6480,33777.44,63
rec-6431-dup-0,Bernateta,Cieślack,missing,Poanań,,8328 2764 6088 5174,35885.84,22
rec-6431-dup-1,Bernsdeta,Cieślak,60-63u,Pojnań,,8328 2764 6088 5174,,22
rec-6431-org,Bernadeta,Cieślak,60-638,Poznań,785978153,8328 2764 6088 5174,35885.84,22
rec-6432-org,Bernadeta,Olszewska,61-037,Poznań,450540252,0288 5023 5835 7568,47895.44,58
rec-6433-dup-0,Izabela,Jabłońjka,60-393,Kalisz,536172967,1195 722 8952 4220,,5
rec-6433-dup-1,Itsabella,Jabłońzka,60-39e,Kalusz,,1195 7221 8952 4220,84768.03,35
rec-6433-org,Izabella,Jabłońska,60-393,Kalisz,536172967,1195 7221 8952 4220,84768.03,35
rec-6434-org,Bibianna,Młynarczyk,60-225,Kalisz,574772433,5592 4465 4201 8473,27768.87,89
rec-6435-dup-0,Lilianvna,Rudkowska,61-457,,,8972 2506 99999 4758,51967.74,13
rec-6435-org,Lilianna,Rutkowska,61-457,Gniezno,725267369,8972 2506 9999 4758,51967.74,13
rec-6436-org,Luiza,Olszewska,60-866,Poznań,880335978,2332 9929 8429 4170,41444.60,18
rec-6437-org,Adolfa,Bąk,60-222,Kalisz,510299259,8923 3961 4196 7047,54717.56,85
rec-6438-dup-0,Cyrtla,Ssymczak,61-6t1,Konin,,9037 6265 173 2239,66653.19,46
rec-6438-dup-1,Cyryla,Szymkzak,61-6t1,Kohin,793930272,9037 6265 01873 2239,66653.19,43
rec-6438-dup-2,Cyriela,Szymczak,missing,Konion,,9037 6265 0173 229,66653.19,46
rec-6438-org,Cyryla,Szymczak,61-651,Konin,793930272,9037 6265 0173 2239,66653.19,46
rec-6439-dup-0,Aureiia,Sokołowzka,61-7q2,Gniexno,,9673 0814 5837 8628,36097.36,12
rec-6439-org,Aurelia,Sokołowska,61-712,Gniezno,739989161,9673 0814 5837 8628,36097.36,12
rec-6440-org,Zdzisława,Rutkowska,62-591,Piła,451043189,1025 2357 0984 0132,56021.58,76
rec-6441-dup-0,Amelia,Wasilewska,60-938,Pozbań,,7542 7635 51340835,42475.52,19
rec-6441-org,Amelia,Wasilewska,60-838,Poznań,452635371,7542 7635 5134 0835,42475.52,10
rec-6442-dup-0,Teodozsa,Adamjka,missing,Konin,,66870 1902 4189 0023,69139.74,46
rec-6442-dup-1,Teodosja,Atamska,61-024,Konin,726507363,6870 19020 4189 0023,69139.74,64
rec-6442-dup-2,Teodojja,Adamjka,61-023,Kofnin,726507363,6870 1902 189 0023,69139.74,64
rec-6442-org,Teodozja,Adamska,61-023,Konin,726507363,6870 1902 4189 0023,69139.74,46
rec-6443-dup-0,Jutyta,Cieśliccka,60-604,Leszno,,1585 5632 3787 555,59587.53,23
rec-6443-org,Judyta,Cieślicka,60-605,Leszno,882416995,1585 5632 3787 5655,59587.53,23
rec-6444-dup-0,Anila,Duda,60-464,Szamotuły,,1429 91 41 4518 2945,,868
rec-6444-org,Aniela,Duda,60-464,Szamotuły,538417741,1429 9141 4518 2945,48688.11,68
rec-6445-dup-0,Wioleda,Sikorstka,64-840,Koni,,7242 1815 7558  8957,61960.07,9
rec-6445-org,Wioleta,Sikorska,64-840,Konin,695320900,7242 1815 7558 8957,61960.07,9
rec-6446-org,Izabella,Adamska,60-631,Leszno,457734902,5245 0777 6901 2595,61650.61,49
rec-6447-org,Sonia,Wilk,63-507,Poznań,455444553,7414 3147 1476 3390,79331.87,20
rec-6448-org,Bernadeta,Jasińska,60-859,Leszno,797653547,4557 8333 8808 5056,81787.66,70
rec-6449-org,Antonina,Tomaszewska,60-288,Konin,787762271,5921 8316 1122 1220,49170.21,65
rec-6450-dup-0,Anajtazja,Kubicka,61-213,Leszbo,,1294 9037 749 9340,,78
rec-6450-org,Anastazja,Kubicka,61-213,Leszno,691462811,1294 9037 7349 9340,22654.87,78
rec-6451-dup-0,Helena,Sobcsak,89-350,Pojnań,,5714 0814 360 7897,,75
rec-6451-dup-1,Helenda,Sobcsak,89-350,Poznań,,5714 084 8360 7897,44335.21,71
rec-6451-dup-2,Helena,Sobkzak,89-350,Pojnań,,5714 08214 8360 7897,44335.21,57
rec-6451-org,Helena,Sobczak,89-350,Poznań,516439156,5714 0814 8360 7897,44335.21,75
rec-6452-org,Lucjanna,Domańska,60-248,Poznań,604501707,5380 9454 3430 4795,31075.43,67
rec-6453-org,Wiesława,Piotrowska,60-001,Konin,665451830,7473 9808 3753 6207,64891.03,35
rec-6454-org,Adamina,Lis,64-916,Szamotuły,725446255,7051 3411 5663 7115,51704.01,32
rec-6455-org,Helga,Cieślak,60-169,Kalisz,880967337,3695 3159 8563 8566,40536.06,39
rec-6456-org,Bibianna,Górecka,61-655,Poznań,534444703,3265 8116 3163 0221,32771.27,32
rec-6457-dup-0,Olka,Olszeska,61-747,Kakisz,535056826,3158 2406 9040 22106,48596.73,78
rec-6457-org,Olga,Olszewska,61-757,Kalisz,535056826,3158 2406 9040 2106,48596.73,78
rec-6458-dup-0,Bożena,Sokołoska,missing,Poznań,,9093 3571 7681 40201,42755.87,71
rec-6458-dup-1,Bożena,Sokołoqska,60-951,Poznań,721611094,99093 3571 7681 0201,42755.87,716
rec-6458-org,Bożenna,Sokołowska,60-851,Poznań,721611094,9093 3571 7681 0201,42755.87,71
rec-6459-dup-0,Ctsesława,Sobc2ak,61-693,Gniejno,,2954 6824 67580 2599,35854.58,60
rec-6459-dup-1,Czejława,Sobcsak,61-603,Gniezno,,2954 6824 678 2599,35854.58,60
rec-6459-org,Czesława,Sobczak,61-693,Gniezno,732146558,2954 6824 6780 2599,35854.58,60
rec-6460-dup-0,Łucjd,Prjybylska,61-286,Kalisz,,9618 98335 5427 1875,,98
rec-6460-dup-1,Łukja,Przybylslca,61-286,Kalisz,,9618 8335 54827 1875,,98
rec-6460-dup-2,Łucza,Prshybylska,61-286,,,9618 8335 54273 1875,40721.95,98
rec-6460-org,Łucja,Przybylska,61-286,Kalisz,888239240,9618 8335 5427 1875,40721.95,98
rec-6461-dup-0,Iahmgarda,Kubika,61-84q,Piła,,4202 864 8241 6594,79685.22,59
rec-6461-dup-1,Irmgarcla,Kubikka,61-841,P8ła,884404963,4202 186 8241 6594,79685.22,95
rec-6461-dup-2,Irmgarta,Kubiccka,61-841,Piła,,42021864 8241 6594,79685.22,99
rec-6461-org,Irmgarda,Kubicka,61-841,Piła,884404963,4202 1864 8241 6594,79685.22,59
rec-6462-dup-0,Bokdana,Szulf,60-966,Poznań,,4243 1538 2562 5115,,45
rec-6462-org,Bogdana,Szulc,60-866,Poznań,575280857,4243 1538 2562 5115,50684.11,45
rec-6463-dup-0,Izabe|la,Makiejewska,61-317,Konin,,6153 4081 7102 7338,,477
rec-6463-org,Izabella,Maciejewska,61-317,Konin,609076294,6153 4081 7102 7338,48351.23,47
rec-6464-org,Dagmara,Jabłońska,61-019,Szamotuły,738683085,0284 6159 7236 2498,52926.79,65
rec-6465-dup-0,Elixa,Pawł0wska,60-513,Gniejno,694399248,3585 0019 30209 1625,46899.87,1
rec-6465-dup-1,Elizam,Pawłowzka,missing,Gniezno,,3585 09019 3020 1625,46899.87,1
rec-6465-org,Eliza,Pawłowska,60-514,Gniezno,694399248,3585 0019 3020 1625,46899.87,1
rec-6466-dup-0,Elija,Bąk,61-547,Lessno,,3314 8725 8057 440,60826.35,43
rec-6466-org,Eliza,Bąk,61-537,Leszno,785596633,3314 8725 8057 4460,60826.35,43
rec-6467-org,Scholastyka,Wilk,61-577,Piła,505842561,4267 2434 9785 3624,66880.34,55
rec-6468-dup-0,Marselina,Jabłoństka,61-427,Konin,,12172 0407 9872 7890,19475.15,49
rec-6468-org,Marcelina,Jabłońska,61-327,Konin,518547894,1172 0407 9872 7890,19475.15,49
rec-6469-dup-0,Maya,Micalak,61-451,Poznań,,2836 6873 7716 5633,,15
rec-6469-dup-1,Mama,Michalak,61-451,Pozbań,796667981,2836 6873  7716 5633,,58
rec-6469-org,Maja,Michalak,61-451,Poznań,796667981,2836 6873 7716 5633,113000.94,85
rec-6470-org,Karolina,Makowska,60-281,Poznań,737160877,6349 8825 7152 5566,77071.90,67
rec-6471-dup-0,Romualca,Witlcowska,60-733,Piła,,9864 2346 4771 35478,,60
rec-6471-org,Romualda,Witkowska,60-733,Piła,881815826,9864 2346 4771 3578,59667.83,60
rec-6472-dup-0,Larysz,Młynarczy1<,61-239,Pozbań,723777557,9468 3731 927 6399,69377.29,98
rec-6472-org,Larysa,Młynarczyk,61-139,Poznań,723777557,9468 3731 9273 6399,69377.29,98
rec-6473-org,Zyta,Borkowska,61-644,Gniezno,535329610,9309 1336 7694 5776,30355.89,67
rec-6474-dup-0,Izabglla,Kozłowsl<a,61-765,Piłs,458276412,8141 7687 8322 109,,69
rec-6474-dup-1,Izabela,Kozłowska,missing,Piłz,,8141 768 8322 1099,68407.38,69
rec-6474-dup-2,Izabela,Kozłowske,61-7t5,Piłab,458276412,8141 787 8322 1099,68407.38,69
rec-6474-org,Izabella,Kozłowska,61-765,Piła,458276412,8141 7687 8322 1099,68407.38,69
rec-6475-dup-0,Alikja,Zakrzewska,64-85o,Gniwzno,725202790,2881 31228 2084 9410,,77
rec-6475-org,Alicja,Zakrzewska,64-850,Gniezno,725202790,2881 3228 2084 9410,30174.60,77
rec-6476-dup-0,Izpabella,Wilkczyńska,63-940,Kalfisz,,7803 921 7562 7513,80630.52,10
rec-6476-dup-1,Isabella,Wilctsyńska,63-950,Kalis,690861890,7803 9211 7562 75513,80630.52,10
rec-6476-dup-2,Itsabella,Wilczyńska,63-940,Kalisz,,7803 9211 7 562 7513,,1
rec-6476-org,Izabella,Wilczyńska,63-940,Kalisz,690861890,7803 9211 7562 7513,80630.52,10
rec-6477-org,Romana,Maj,60-161,Poznań,786154550,5123 5322 5132 0444,47657.84,9
rec-6478-dup-0,Zenob:a,Nowicka,61-851,Kalusz,889979368,805 2748 8339 7531,75284.72,73
rec-6478-dup-1,Zen0bia,Nowlcka,61-u52,Kalisz,,8052 2 748 8339 7531,75284.72,83
rec-6478-org,Zenobia,Nowicka,61-852,Kalisz,889979368,8052 2748 8339 7531,75284.72,83
rec-6479-dup-0,Eugenia,Urbań5ka,missing,Poznań,,0105 5463 71027933,,41
rec-6479-org,Eugenia,Urbańska,63-140,Poznań,883071894,0105 5463 7102 7933,48821.38,41
rec-6480-org,Bogumiła,Dudek,62-280,Konin,601335946,8018 6141 6641 2791,48836.55,36
rec-6481-dup-0,Bolesłaa,Dudz,52-005,Gniezno,,379 4954 8061 1389,21440.30,81
rec-6481-org,Bolesława,Duda,62-005,Gniezno,577326435,3798 4954 8061 1389,21440.30,81
rec-6482-dup-0,Bibiana,Kucha4ska,60-13t,P9znań,501246353,1565 4136 8072 1016,,68
rec-6482-dup-1,Bibyanna,Kukharska,missing,Poznsń,,1565 4136 8072 1016,59281.69,68
rec-6482-dup-2,Bipianna,Kucharska,60-137,Poznqń,,1565 4136 8072 101,59281.69,68
rec-6482-org,Bibianna,Kucharska,60-136,Poznań,501246353,1565 4136 8072 1016,59281.69,68
rec-6483-dup-0,Teovila,Atamczyk,60-775,Leszo,,9947 81256 0398 6957,28120.10,42
rec-6483-dup-1,Teovila,Adamchyk,60-875,Leszno,,9947 1256 0398 69507,28120.10,42
rec-6483-org,Teofila,Adamczyk,60-775,Leszno,450133815,9947 1256 0398 6957,28120.10,42
rec-6484-dup-0,Hironima,Wilck,61-316,Konin,,7946 5785 945 6739,66883.73,
rec-6484-dup-1,Hironima,Wilk,61-w16,Kon9n,,7946 5785 9495 6739,66883.73,
rec-6484-org,Hieronima,Wilk,61-316,Konin,731720292,7946 5785 9495 6739,66883.73,4
rec-6485-dup-0,Benigns,Baranowjka,6o-251,Posnań,502643357,0978 53219 1661 9172,38547.84,61
rec-6485-org,Benigna,Baranowska,60-251,Poznań,502643357,0978 5321 1661 9172,38547.84,61
rec-6486-dup-0,Honorada,Jakubowjka,60-297,Ssamotuły,799372907,0736 60387 9209 1263,17882.34,4
rec-6486-org,Honorata,Jakubowska,60-287,Szamotuły,799372907,0736 6087 9209 1263,17882.34,4
rec-6487-dup-0,Itsabella,Baranovskiea,61-657,Poznań,,8660 7024 40725 0077,23117.34,1
rec-6487-org,Izabella,Baranowska,61-657,Poznań,793320237,8660 7024 4025 0077,23117.34,11
rec-6488-dup-0,Walentyna,Urpańska,60-52o,Leszno,,8378 0100 8028 1696,,54
rec-6488-org,Walentyna,Urbańska,60-529,Leszno,788495409,8378 0100 8028 1696,44194.99,34
rec-6489-dup-0,Wilelmina,Wasilewsks,61-458,Posnań,881075092,0239 6705 84361 6219,,90
rec-6489-org,Wilhelmina,Wasilewska,61-458,Poznań,881075092,0239 6705 8361 6219,48065.29,90
rec-6490-dup-0,Felikja,Kactsmarek,missing,Kalisz,,6949 8850 0881 3025,,47
rec-6490-org,Felicja,Kaczmarek,63-714,Kalisz,510090036,6949 8850 0881 3025,32205.07,47
rec-6491-dup-0,Anetta,Krók,63-33p,Pojnań,,4145 4310 6164 38437,43904.41,47
rec-6491-dup-1,Aneta,Król,missing,Pojnań,,4145 4310 6164 38497,43904.41,47
rec-6491-org,Anetta,Król,63-330,Poznań,517561838,4145 4310 6164 3847,43904.41,47
rec-6492-org,Franciszka,Malinowska,61-057,Szamotuły,502144775,2644 0926 4610 7625,32159.39,66
rec-6493-org,Izabella,Dąbrowska,60-810,Poznań,786964768,3494 6493 2227 6872,60389.35,80
rec-6494-org,Leonarda,Szewczyk,61-748,Szamotuły,667653589,3382 8594 9694 0230,33789.85,71
rec-6495-org,Leona,Lewandowska,61-216,Poznań,729420760,4349 7487 8541 3286,78810.46,40
rec-6496-dup-0,Hamka,Kaźmirczak,60-345,Leszmo,,2202 05634 8694 0802,39808.65,74
rec-6496-org,Hanka,Kaźmierczak,60-345,Leszno,883631824,2202 5634 8694 0802,39808.65,74
rec-6497-dup-0,Sonai,Wystocka,missing,Gniesno,,0566 6611 0374 6377,47691.09,62
rec-6497-dup-1,onia,Wysoclca,61-14u,Gniezno,,0566 6611 037 6377,47691.09,62
rec-6497-dup-2,Sonia,Whsocka,61-q47,Gniesno,,0566 6611 034 6377,47691.09,62
rec-6497-org,Sonia,Wysocka,61-147,Gniezno,793972552,0566 6611 0374 6377,47691.09,62
rec-6498-org,Eufemia,Kowalewska,60-651,Kalisz,693400955,1153 6057 0942 9760,51473.27,10
rec-6499-dup-0,Jótsefa,Kulejza,missing,Leszno,,2948 703 9729 5746,41558.18,46
rec-6499-dup-1,Jósefa,Kulejza,60-395,Lestsno,,2948 57038 9729 5746,41558.18,46
rec-6499-org,Józefa,Kulesza,60-395,Leszno,780546542,2948 7038 9729 5746,41558.18,46
rec-6500-dup-0,Berriarda,Wiectsorek,60-213,Kalksz,,8660 788 3335 7898,24878.63,90
rec-6500-dup-1,Beahnarda,Wiekzorek,60-213,Kaliss,579501853,8660 7858 335 7898,,90
rec-6500-org,Bernarda,Wieczorek,60-213,Kalisz,579501853,8660 7858 3335 7898,24878.63,90
rec-6501-org,Aurelia,Kubicka,61-323,Poznań,535279409,7975 0477 9988 0320,33004.17,54
rec-6502-dup-0,Elira,Jastińska,60-694,Gniejno,884539727,8011 922 5902 8940,,85
rec-6502-dup-1,Elira,Jasińska,60-694,Gniezo,,8011 9229 592 8940,22467.49,58
rec-6502-org,Elwira,Jasińska,60-694,Gniezno,884539727,8011 9229 5902 8940,22467.49,85
rec-6503-dup-0,Lilyana,Wiśniwska,missing,Konin,,6159 4058 72375 0689,87267.33,46
rec-6503-dup-1,Lilians,Wiśnieska,60-5w3,Konin,,6159 4058 7375 0689,87267.33,64
rec-6503-org,Liliana,Wiśniewska,60-523,Konin,734697814,6159 4058 7375 0689,87267.33,46
rec-6504-org,Izabella,Bednarska,61-446,Gniezno,881820908,9643 2058 4129 2496,44039.07,45
rec-6505-org,Bożena,Włodarczyk,60-375,Poznań,537123839,1693 8442 0108 8516,46154.15,6
rec-6506-dup-0,Amekia,Csajka,61-649,Pozbań,790536642,7255 8037 44822646,81598.45,77
rec-6506-dup-1,Amelia,Czajka,61-649,Pozjań,,27255 8037 4482 2646,,
rec-6506-org,Amelia,Czajka,61-649,Poznań,790536642,7255 8037 4482 2646,81598.45,7
rec-6507-dup-0,Karolina,Stsymańska,missing,,,2757 1558 1736 81734,30965.61,67
rec-6507-org,Karolina,Szymańska,60-820,Poznań,692160180,2757 1558 1736 8734,30965.61,67
rec-6508-dup-0,Raista,Sobczak,60-790,Piła,,2361  5681 8355 3595,,8
rec-6508-org,Raisa,Sobczak,60-790,Piła,796301964,2361 5681 8355 3595,54137.37,80
rec-6509-dup-0,Laura,Tomastsewska,63-021,,,4605 6851 40877 4194,40567.05,37
rec-6509-dup-1,Lora,Tomaszewslca,63-911,Gniezno,797540682,4605 6851 487 4194,40567.05,377
rec-6509-org,Laura,Tomaszewska,63-011,Gniezno,797540682,4605 6851 4087 4194,40567.05,37
rec-6510-dup-0,Ita,Szczepań5ka,61-847,Poznań,,4053 3308 4438 4888,,52
rec-6510-dup-1,Ita,Szczepań5ka,61-847,Pojnań,,4053 330 4438 4888,56402.91,72
rec-6510-org,Ida,Szczepańska,61-847,Poznań,519886585,4053 3308 4438 4888,56402.91,72
rec-6511-dup-0,Lucjamna,Górec1<a,64-250,Szamotuły,509937086,4340 09572 2844 5472,74854.91,517
rec-6511-dup-1,Lukjanna,Góreccka,64-160,,509937086,4340 0952 28494 5472,74854.91,57
